REF_DATE,GEO,Age group,Pregnancy outcomes,VALUE
1983,"Ontario, place of residence of females",35 to 39 years,Fetal loss,1036
1983,"Ontario, place of residence of females",35 to 39 years,Fetal loss,3.1
1983,"Ontario, place of residence of females",40 years and over,"Total, pregnancies",1668
1983,"Ontario, place of residence of females",40 years and over,"Total, pregnancies",6.3
1983,"Ontario, place of residence of females",40 years and over,Live births,788
1983,"Ontario, place of residence of females",40 years and over,Live births,3.0
1983,"Ontario, place of residence of females",40 years and over,Induced abortions,568
1983,"Ontario, place of residence of females",40 years and over,Induced abortions,2.1
1983,"Ontario, place of residence of females",40 years and over,Fetal loss,312
1983,"Ontario, place of residence of females",40 years and over,Fetal loss,1.2
1983,"Ontario, place of residence of females",Unknown age group,"Total, pregnancies",35
1983,"Ontario, place of residence of females",Unknown age group,Live births,24
1983,"Ontario, place of residence of females",Unknown age group,Induced abortions,0
1983,"Ontario, place of residence of females",Unknown age group,Fetal loss,11
1983,"Manitoba, place of residence of females",All ages,"Total, pregnancies",19855
1983,"Manitoba, place of residence of females",All ages,"Total, pregnancies",73.8
1983,"Manitoba, place of residence of females",All ages,Live births,16602
1983,"Manitoba, place of residence of females",All ages,Live births,61.7
1983,"Manitoba, place of residence of females",All ages,Induced abortions,1689
1983,"Manitoba, place of residence of females",All ages,Induced abortions,6.3
1983,"Manitoba, place of residence of females",All ages,Fetal loss,1564
1983,"Manitoba, place of residence of females",All ages,Fetal loss,5.8
1983,"Manitoba, place of residence of females",Under 20 years,"Total, pregnancies",2459
1983,"Manitoba, place of residence of females",Under 20 years,"Total, pregnancies",46.5
1983,"Manitoba, place of residence of females",Under 20 years,Live births,1794
1983,"Manitoba, place of residence of females",Under 20 years,Live births,33.9
1983,"Manitoba, place of residence of females",Under 20 years,Induced abortions,483
1983,"Manitoba, place of residence of females",Under 20 years,Induced abortions,9.1
1983,"Manitoba, place of residence of females",Under 20 years,Fetal loss,182
1983,"Manitoba, place of residence of females",Under 20 years,Fetal loss,3.4
1983,"Manitoba, place of residence of females",Under 15 years,"Total, pregnancies",40
1983,"Manitoba, place of residence of females",Under 15 years,"Total, pregnancies",5.0
1983,"Manitoba, place of residence of females",Under 15 years,Live births,19
1983,"Manitoba, place of residence of females",Under 15 years,Live births,2.4
1983,"Manitoba, place of residence of females",Under 15 years,Induced abortions,15
1983,"Manitoba, place of residence of females",Under 15 years,Induced abortions,1.9
1983,"Manitoba, place of residence of females",Under 15 years,Fetal loss,6
1983,"Manitoba, place of residence of females",Under 15 years,Fetal loss,0.7
1983,"Manitoba, place of residence of females",15 to 19 years,"Total, pregnancies",2419
1983,"Manitoba, place of residence of females",15 to 19 years,"Total, pregnancies",53.9
1983,"Manitoba, place of residence of females",15 to 19 years,Live births,1775
1983,"Manitoba, place of residence of females",15 to 19 years,Live births,39.6
1983,"Manitoba, place of residence of females",15 to 19 years,Induced abortions,468
1983,"Manitoba, place of residence of females",15 to 19 years,Induced abortions,10.4
1983,"Manitoba, place of residence of females",15 to 19 years,Fetal loss,176
1983,"Manitoba, place of residence of females",15 to 19 years,Fetal loss,3.9
1983,"Manitoba, place of residence of females",15 to 17 years,"Total, pregnancies",846
1983,"Manitoba, place of residence of females",15 to 17 years,"Total, pregnancies",33.6
1983,"Manitoba, place of residence of females",15 to 17 years,Live births,615
1983,"Manitoba, place of residence of females",15 to 17 years,Live births,24.4
1983,"Manitoba, place of residence of females",15 to 17 years,Induced abortions,161
1983,"Manitoba, place of residence of females",15 to 17 years,Induced abortions,6.4
1983,"Manitoba, place of residence of females",15 to 17 years,Fetal loss,70
1983,"Manitoba, place of residence of females",15 to 17 years,Fetal loss,2.8
1983,"Manitoba, place of residence of females",18 to 19 years,"Total, pregnancies",1573
1983,"Manitoba, place of residence of females",18 to 19 years,"Total, pregnancies",79.9
1983,"Manitoba, place of residence of females",18 to 19 years,Live births,1160
1983,"Manitoba, place of residence of females",18 to 19 years,Live births,58.9
1983,"Manitoba, place of residence of females",18 to 19 years,Induced abortions,307
1983,"Manitoba, place of residence of females",18 to 19 years,Induced abortions,15.6
1983,"Manitoba, place of residence of females",18 to 19 years,Fetal loss,106
1983,"Manitoba, place of residence of females",18 to 19 years,Fetal loss,5.4
1983,"Manitoba, place of residence of females",20 to 24 years,"Total, pregnancies",6174
1983,"Manitoba, place of residence of females",20 to 24 years,"Total, pregnancies",123.7
1983,"Manitoba, place of residence of females",20 to 24 years,Live births,5108
1983,"Manitoba, place of residence of females",20 to 24 years,Live births,102.4
1983,"Manitoba, place of residence of females",20 to 24 years,Induced abortions,628
1983,"Manitoba, place of residence of females",20 to 24 years,Induced abortions,12.6
1983,"Manitoba, place of residence of females",20 to 24 years,Fetal loss,438
1983,"Manitoba, place of residence of females",20 to 24 years,Fetal loss,8.8
1983,"Manitoba, place of residence of females",25 to 29 years,"Total, pregnancies",6631
1983,"Manitoba, place of residence of females",25 to 29 years,"Total, pregnancies",143.5
1983,"Manitoba, place of residence of females",25 to 29 years,Live births,5837
1983,"Manitoba, place of residence of females",25 to 29 years,Live births,126.3
1983,"Manitoba, place of residence of females",25 to 29 years,Induced abortions,292
1983,"Manitoba, place of residence of females",25 to 29 years,Induced abortions,6.3
1983,"Manitoba, place of residence of females",25 to 29 years,Fetal loss,502
1983,"Manitoba, place of residence of females",25 to 29 years,Fetal loss,10.9
1983,"Manitoba, place of residence of females",30 to 34 years,"Total, pregnancies",3423
1983,"Manitoba, place of residence of females",30 to 34 years,"Total, pregnancies",83.2
1983,"Manitoba, place of residence of females",30 to 34 years,Live births,2989
1983,"Manitoba, place of residence of females",30 to 34 years,Live births,72.6
1983,"Manitoba, place of residence of females",30 to 34 years,Induced abortions,162
1983,"Manitoba, place of residence of females",30 to 34 years,Induced abortions,3.9
1983,"Manitoba, place of residence of females",30 to 34 years,Fetal loss,272
1983,"Manitoba, place of residence of females",30 to 34 years,Fetal loss,6.6
1983,"Manitoba, place of residence of females",35 to 39 years,"Total, pregnancies",985
1983,"Manitoba, place of residence of females",35 to 39 years,"Total, pregnancies",28.2
1983,"Manitoba, place of residence of females",35 to 39 years,Live births,759
1983,"Manitoba, place of residence of females",35 to 39 years,Live births,21.7
1983,"Manitoba, place of residence of females",35 to 39 years,Induced abortions,87
1983,"Manitoba, place of residence of females",35 to 39 years,Induced abortions,2.5
1983,"Manitoba, place of residence of females",35 to 39 years,Fetal loss,139
1983,"Manitoba, place of residence of females",35 to 39 years,Fetal loss,4.0
1983,"Manitoba, place of residence of females",40 years and over,"Total, pregnancies",181
1983,"Manitoba, place of residence of females",40 years and over,"Total, pregnancies",6.6
1983,"Manitoba, place of residence of females",40 years and over,Live births,113
1983,"Manitoba, place of residence of females",40 years and over,Live births,4.1
1983,"Manitoba, place of residence of females",40 years and over,Induced abortions,37
1983,"Manitoba, place of residence of females",40 years and over,Induced abortions,1.3
1983,"Manitoba, place of residence of females",40 years and over,Fetal loss,31
1983,"Manitoba, place of residence of females",40 years and over,Fetal loss,1.1
1983,"Manitoba, place of residence of females",Unknown age group,"Total, pregnancies",2
1983,"Manitoba, place of residence of females",Unknown age group,Live births,2
1983,"Manitoba, place of residence of females",Unknown age group,Induced abortions,0
1983,"Manitoba, place of residence of females",Unknown age group,Fetal loss,0
1983,"Saskatchewan, place of residence of females",All ages,"Total, pregnancies",20912
1983,"Saskatchewan, place of residence of females",All ages,"Total, pregnancies",85.9
1983,"Saskatchewan, place of residence of females",All ages,Live births,17847
1983,"Saskatchewan, place of residence of females",All ages,Live births,73.3
1983,"Saskatchewan, place of residence of females",All ages,Induced abortions,1398
1983,"Saskatchewan, place of residence of females",All ages,Induced abortions,5.7
1983,"Saskatchewan, place of residence of females",All ages,Fetal loss,1667
1983,"Saskatchewan, place of residence of females",All ages,Fetal loss,6.8
1983,"Saskatchewan, place of residence of females",Under 20 years,"Total, pregnancies",2875
1983,"Saskatchewan, place of residence of females",Under 20 years,"Total, pregnancies",56.2
1983,"Saskatchewan, place of residence of females",Under 20 years,Live births,2195
1983,"Saskatchewan, place of residence of females",Under 20 years,Live births,42.9
1983,"Saskatchewan, place of residence of females",Under 20 years,Induced abortions,475
1983,"Saskatchewan, place of residence of females",Under 20 years,Induced abortions,9.3
1983,"Saskatchewan, place of residence of females",Under 20 years,Fetal loss,205
1983,"Saskatchewan, place of residence of females",Under 20 years,Fetal loss,4.0
1983,"Saskatchewan, place of residence of females",Under 15 years,"Total, pregnancies",41
1983,"Saskatchewan, place of residence of females",Under 15 years,"Total, pregnancies",5.2
1983,"Saskatchewan, place of residence of females",Under 15 years,Live births,26
1983,"Saskatchewan, place of residence of females",Under 15 years,Live births,3.3
1983,"Saskatchewan, place of residence of females",Under 15 years,Induced abortions,12
1983,"Saskatchewan, place of residence of females",Under 15 years,Induced abortions,1.5
1983,"Saskatchewan, place of residence of females",Under 15 years,Fetal loss,3
1983,"Saskatchewan, place of residence of females",Under 15 years,Fetal loss,0.4
1983,"Saskatchewan, place of residence of females",15 to 19 years,"Total, pregnancies",2834
1983,"Saskatchewan, place of residence of females",15 to 19 years,"Total, pregnancies",65.5
1983,"Saskatchewan, place of residence of females",15 to 19 years,Live births,2169
1983,"Saskatchewan, place of residence of females",15 to 19 years,Live births,50.2
1983,"Saskatchewan, place of residence of females",15 to 19 years,Induced abortions,463
1983,"Saskatchewan, place of residence of females",15 to 19 years,Induced abortions,10.7
1983,"Saskatchewan, place of residence of females",15 to 19 years,Fetal loss,202
1983,"Saskatchewan, place of residence of females",15 to 19 years,Fetal loss,4.7
1983,"Saskatchewan, place of residence of females",15 to 17 years,"Total, pregnancies",1066
1983,"Saskatchewan, place of residence of females",15 to 17 years,"Total, pregnancies",43.9
1983,"Saskatchewan, place of residence of females",15 to 17 years,Live births,790
1983,"Saskatchewan, place of residence of females",15 to 17 years,Live births,32.5
1983,"Saskatchewan, place of residence of females",15 to 17 years,Induced abortions,191
1983,"Saskatchewan, place of residence of females",15 to 17 years,Induced abortions,7.9
1983,"Saskatchewan, place of residence of females",15 to 17 years,Fetal loss,85
1983,"Saskatchewan, place of residence of females",15 to 17 years,Fetal loss,3.5
1983,"Saskatchewan, place of residence of females",18 to 19 years,"Total, pregnancies",1768
1983,"Saskatchewan, place of residence of females",18 to 19 years,"Total, pregnancies",93.2
1983,"Saskatchewan, place of residence of females",18 to 19 years,Live births,1379
1983,"Saskatchewan, place of residence of females",18 to 19 years,Live births,72.7
1983,"Saskatchewan, place of residence of females",18 to 19 years,Induced abortions,272
1983,"Saskatchewan, place of residence of females",18 to 19 years,Induced abortions,14.3
1983,"Saskatchewan, place of residence of females",18 to 19 years,Fetal loss,117
1983,"Saskatchewan, place of residence of females",18 to 19 years,Fetal loss,6.2
1983,"Saskatchewan, place of residence of females",20 to 24 years,"Total, pregnancies",7179
1983,"Saskatchewan, place of residence of females",20 to 24 years,"Total, pregnancies",153.1
1983,"Saskatchewan, place of residence of females",20 to 24 years,Live births,6162
1983,"Saskatchewan, place of residence of females",20 to 24 years,Live births,131.4
1983,"Saskatchewan, place of residence of females",20 to 24 years,Induced abortions,468
1983,"Saskatchewan, place of residence of females",20 to 24 years,Induced abortions,10.0
1983,"Saskatchewan, place of residence of females",20 to 24 years,Fetal loss,549
1983,"Saskatchewan, place of residence of females",20 to 24 years,Fetal loss,11.7
1983,"Saskatchewan, place of residence of females",25 to 29 years,"Total, pregnancies",7083
1983,"Saskatchewan, place of residence of females",25 to 29 years,"Total, pregnancies",162.8
1983,"Saskatchewan, place of residence of females",25 to 29 years,Live births,6294
1983,"Saskatchewan, place of residence of females",25 to 29 years,Live births,144.7
1983,"Saskatchewan, place of residence of females",25 to 29 years,Induced abortions,247
1983,"Saskatchewan, place of residence of females",25 to 29 years,Induced abortions,5.7
1983,"Saskatchewan, place of residence of females",25 to 29 years,Fetal loss,542
1983,"Saskatchewan, place of residence of females",25 to 29 years,Fetal loss,12.5
1983,"Saskatchewan, place of residence of females",30 to 34 years,"Total, pregnancies",2915
1983,"Saskatchewan, place of residence of females",30 to 34 years,"Total, pregnancies",82.3
1983,"Saskatchewan, place of residence of females",30 to 34 years,Live births,2542
1983,"Saskatchewan, place of residence of females",30 to 34 years,Live births,71.8
1983,"Saskatchewan, place of residence of females",30 to 34 years,Induced abortions,121
1983,"Saskatchewan, place of residence of females",30 to 34 years,Induced abortions,3.4
1983,"Saskatchewan, place of residence of females",30 to 34 years,Fetal loss,252
1983,"Saskatchewan, place of residence of females",30 to 34 years,Fetal loss,7.1
1983,"Saskatchewan, place of residence of females",35 to 39 years,"Total, pregnancies",707
1983,"Saskatchewan, place of residence of females",35 to 39 years,"Total, pregnancies",24.5
1983,"Saskatchewan, place of residence of females",35 to 39 years,Live births,570
1983,"Saskatchewan, place of residence of females",35 to 39 years,Live births,19.8
1983,"Saskatchewan, place of residence of females",35 to 39 years,Induced abortions,60
1983,"Saskatchewan, place of residence of females",35 to 39 years,Induced abortions,2.1
1983,"Saskatchewan, place of residence of females",35 to 39 years,Fetal loss,77
1983,"Saskatchewan, place of residence of females",35 to 39 years,Fetal loss,2.7
1983,"Saskatchewan, place of residence of females",40 years and over,"Total, pregnancies",153
1983,"Saskatchewan, place of residence of females",40 years and over,"Total, pregnancies",6.5
1983,"Saskatchewan, place of residence of females",40 years and over,Live births,84
1983,"Saskatchewan, place of residence of females",40 years and over,Live births,3.6
1983,"Saskatchewan, place of residence of females",40 years and over,Induced abortions,27
1983,"Saskatchewan, place of residence of females",40 years and over,Induced abortions,1.1
1983,"Saskatchewan, place of residence of females",40 years and over,Fetal loss,42
1983,"Saskatchewan, place of residence of females",40 years and over,Fetal loss,1.8
1983,"Saskatchewan, place of residence of females",Unknown age group,"Total, pregnancies",0
1983,"Saskatchewan, place of residence of females",Unknown age group,Live births,0
1983,"Saskatchewan, place of residence of females",Unknown age group,Induced abortions,0
1983,"Saskatchewan, place of residence of females",Unknown age group,Fetal loss,0
1983,"Alberta, place of residence of females",All ages,"Total, pregnancies",56340
1983,"Alberta, place of residence of females",All ages,"Total, pregnancies",84.8
1983,"Alberta, place of residence of females",All ages,Live births,45555
1983,"Alberta, place of residence of females",All ages,Live births,68.6
1983,"Alberta, place of residence of females",All ages,Induced abortions,6484
1983,"Alberta, place of residence of females",All ages,Induced abortions,9.8
1983,"Alberta, place of residence of females",All ages,Fetal loss,4301
1983,"Alberta, place of residence of females",All ages,Fetal loss,6.5
1983,"Alberta, place of residence of females",Under 20 years,"Total, pregnancies",5789
1983,"Alberta, place of residence of females",Under 20 years,"Total, pregnancies",49.2
1983,"Alberta, place of residence of females",Under 20 years,Live births,3675
1983,"Alberta, place of residence of females",Under 20 years,Live births,31.2
1983,"Alberta, place of residence of females",Under 20 years,Induced abortions,1713
1983,"Alberta, place of residence of females",Under 20 years,Induced abortions,14.6
1983,"Alberta, place of residence of females",Under 20 years,Fetal loss,401
1983,"Alberta, place of residence of females",Under 20 years,Fetal loss,3.4
1983,"Alberta, place of residence of females",Under 15 years,"Total, pregnancies",95
1983,"Alberta, place of residence of females",Under 15 years,"Total, pregnancies",5.4
1983,"Alberta, place of residence of females",Under 15 years,Live births,27
1983,"Alberta, place of residence of females",Under 15 years,Live births,1.5
1983,"Alberta, place of residence of females",Under 15 years,Induced abortions,58
1983,"Alberta, place of residence of females",Under 15 years,Induced abortions,3.3
1983,"Alberta, place of residence of females",Under 15 years,Fetal loss,10
1983,"Alberta, place of residence of females",Under 15 years,Fetal loss,0.6
1983,"Alberta, place of residence of females",15 to 19 years,"Total, pregnancies",5694
1983,"Alberta, place of residence of females",15 to 19 years,"Total, pregnancies",56.8
1983,"Alberta, place of residence of females",15 to 19 years,Live births,3648
1983,"Alberta, place of residence of females",15 to 19 years,Live births,36.4
1983,"Alberta, place of residence of females",15 to 19 years,Induced abortions,1655
1983,"Alberta, place of residence of females",15 to 19 years,Induced abortions,16.5
1983,"Alberta, place of residence of females",15 to 19 years,Fetal loss,391
1983,"Alberta, place of residence of females",15 to 19 years,Fetal loss,3.9
1983,"Alberta, place of residence of females",15 to 17 years,"Total, pregnancies",1898
1983,"Alberta, place of residence of females",15 to 17 years,"Total, pregnancies",34.2
1983,"Alberta, place of residence of females",15 to 17 years,Live births,1090
1983,"Alberta, place of residence of females",15 to 17 years,Live births,19.6
1983,"Alberta, place of residence of females",15 to 17 years,Induced abortions,673
1983,"Alberta, place of residence of females",15 to 17 years,Induced abortions,12.1
1983,"Alberta, place of residence of females",15 to 17 years,Fetal loss,135
1983,"Alberta, place of residence of females",15 to 17 years,Fetal loss,2.4
1983,"Alberta, place of residence of females",18 to 19 years,"Total, pregnancies",3796
1983,"Alberta, place of residence of females",18 to 19 years,"Total, pregnancies",84.8
1983,"Alberta, place of residence of females",18 to 19 years,Live births,2558
1983,"Alberta, place of residence of females",18 to 19 years,Live births,57.2
1983,"Alberta, place of residence of females",18 to 19 years,Induced abortions,982
1983,"Alberta, place of residence of females",18 to 19 years,Induced abortions,21.9
1983,"Alberta, place of residence of females",18 to 19 years,Fetal loss,256
1983,"Alberta, place of residence of females",18 to 19 years,Fetal loss,5.7
1983,"Alberta, place of residence of females",20 to 24 years,"Total, pregnancies",18366
1983,"Alberta, place of residence of females",20 to 24 years,"Total, pregnancies",137.4
1983,"Alberta, place of residence of females",20 to 24 years,Live births,14679
1983,"Alberta, place of residence of females",20 to 24 years,Live births,109.8
1983,"Alberta, place of residence of females",20 to 24 years,Induced abortions,2411
1983,"Alberta, place of residence of females",20 to 24 years,Induced abortions,18.0
1983,"Alberta, place of residence of females",20 to 24 years,Fetal loss,1276
1983,"Alberta, place of residence of females",20 to 24 years,Fetal loss,9.5
1983,"Alberta, place of residence of females",25 to 29 years,"Total, pregnancies",19826
1983,"Alberta, place of residence of females",25 to 29 years,"Total, pregnancies",152.3
1983,"Alberta, place of residence of females",25 to 29 years,Live births,17074
1983,"Alberta, place of residence of females",25 to 29 years,Live births,131.1
1983,"Alberta, place of residence of females",25 to 29 years,Induced abortions,1304
1983,"Alberta, place of residence of females",25 to 29 years,Induced abortions,10.0
1983,"Alberta, place of residence of females",25 to 29 years,Fetal loss,1448
1983,"Alberta, place of residence of females",25 to 29 years,Fetal loss,11.1
1983,"Alberta, place of residence of females",30 to 34 years,"Total, pregnancies",9410
1983,"Alberta, place of residence of females",30 to 34 years,"Total, pregnancies",91.4
1983,"Alberta, place of residence of females",30 to 34 years,Live births,7979
1983,"Alberta, place of residence of females",30 to 34 years,Live births,77.5
1983,"Alberta, place of residence of females",30 to 34 years,Induced abortions,666
1983,"Alberta, place of residence of females",30 to 34 years,Induced abortions,6.5
1983,"Alberta, place of residence of females",30 to 34 years,Fetal loss,765
1983,"Alberta, place of residence of females",30 to 34 years,Fetal loss,7.4
1983,"Alberta, place of residence of females",35 to 39 years,"Total, pregnancies",2512
1983,"Alberta, place of residence of females",35 to 39 years,"Total, pregnancies",30.2
1983,"Alberta, place of residence of females",35 to 39 years,Live births,1898
1983,"Alberta, place of residence of females",35 to 39 years,Live births,22.8
1983,"Alberta, place of residence of females",35 to 39 years,Induced abortions,304
1983,"Alberta, place of residence of females",35 to 39 years,Induced abortions,3.7
1983,"Alberta, place of residence of females",35 to 39 years,Fetal loss,310
1983,"Alberta, place of residence of females",35 to 39 years,Fetal loss,3.7
1983,"Alberta, place of residence of females",40 years and over,"Total, pregnancies",422
1983,"Alberta, place of residence of females",40 years and over,"Total, pregnancies",6.8
1983,"Alberta, place of residence of females",40 years and over,Live births,235
1983,"Alberta, place of residence of females",40 years and over,Live births,3.8
1983,"Alberta, place of residence of females",40 years and over,Induced abortions,86
1983,"Alberta, place of residence of females",40 years and over,Induced abortions,1.4
1983,"Alberta, place of residence of females",40 years and over,Fetal loss,101
1983,"Alberta, place of residence of females",40 years and over,Fetal loss,1.6
1983,"Alberta, place of residence of females",Unknown age group,"Total, pregnancies",15
1983,"Alberta, place of residence of females",Unknown age group,Live births,15
1983,"Alberta, place of residence of females",Unknown age group,Induced abortions,0
1983,"Alberta, place of residence of females",Unknown age group,Fetal loss,0
1983,"British Columbia, place of residence of females",All ages,"Total, pregnancies",57829
1983,"British Columbia, place of residence of females",All ages,"Total, pregnancies",75.3
1983,"British Columbia, place of residence of females",All ages,Live births,42919
1983,"British Columbia, place of residence of females",All ages,Live births,55.9
1983,"British Columbia, place of residence of females",All ages,Induced abortions,11597
1983,"British Columbia, place of residence of females",All ages,Induced abortions,15.1
1983,"British Columbia, place of residence of females",All ages,Fetal loss,3313
1983,"British Columbia, place of residence of females",All ages,Fetal loss,4.3
1983,"British Columbia, place of residence of females",Under 20 years,"Total, pregnancies",5785
1983,"British Columbia, place of residence of females",Under 20 years,"Total, pregnancies",43.6
1983,"British Columbia, place of residence of females",Under 20 years,Live births,2878
1983,"British Columbia, place of residence of females",Under 20 years,Live births,21.7
1983,"British Columbia, place of residence of females",Under 20 years,Induced abortions,2605
1983,"British Columbia, place of residence of females",Under 20 years,Induced abortions,19.6
1983,"British Columbia, place of residence of females",Under 20 years,Fetal loss,302
1983,"British Columbia, place of residence of females",Under 20 years,Fetal loss,2.3
1983,"British Columbia, place of residence of females",Under 15 years,"Total, pregnancies",132
1983,"British Columbia, place of residence of females",Under 15 years,"Total, pregnancies",6.3
1983,"British Columbia, place of residence of females",Under 15 years,Live births,25
1983,"British Columbia, place of residence of females",Under 15 years,Live births,1.2
1983,"British Columbia, place of residence of females",Under 15 years,Induced abortions,98
1983,"British Columbia, place of residence of females",Under 15 years,Induced abortions,4.7
1983,"British Columbia, place of residence of females",Under 15 years,Fetal loss,9
1983,"British Columbia, place of residence of females",Under 15 years,Fetal loss,0.4
1983,"British Columbia, place of residence of females",15 to 19 years,"Total, pregnancies",5653
1983,"British Columbia, place of residence of females",15 to 19 years,"Total, pregnancies",50.5
1983,"British Columbia, place of residence of females",15 to 19 years,Live births,2853
1983,"British Columbia, place of residence of females",15 to 19 years,Live births,25.5
1983,"British Columbia, place of residence of females",15 to 19 years,Induced abortions,2507
1983,"British Columbia, place of residence of females",15 to 19 years,Induced abortions,22.4
1983,"British Columbia, place of residence of females",15 to 19 years,Fetal loss,293
1983,"British Columbia, place of residence of females",15 to 19 years,Fetal loss,2.6
1983,"British Columbia, place of residence of females",15 to 17 years,"Total, pregnancies",1948
1983,"British Columbia, place of residence of females",15 to 17 years,"Total, pregnancies",31.0
1983,"British Columbia, place of residence of females",15 to 17 years,Live births,859
1983,"British Columbia, place of residence of females",15 to 17 years,Live births,13.7
1983,"British Columbia, place of residence of females",15 to 17 years,Induced abortions,1002
1983,"British Columbia, place of residence of females",15 to 17 years,Induced abortions,16.0
1983,"British Columbia, place of residence of females",15 to 17 years,Fetal loss,87
1983,"British Columbia, place of residence of females",15 to 17 years,Fetal loss,1.4
1983,"British Columbia, place of residence of females",18 to 19 years,"Total, pregnancies",3705
1983,"British Columbia, place of residence of females",18 to 19 years,"Total, pregnancies",75.3
1983,"British Columbia, place of residence of females",18 to 19 years,Live births,1994
1983,"British Columbia, place of residence of females",18 to 19 years,Live births,40.5
1983,"British Columbia, place of residence of females",18 to 19 years,Induced abortions,1505
1983,"British Columbia, place of residence of females",18 to 19 years,Induced abortions,30.6
1983,"British Columbia, place of residence of females",18 to 19 years,Fetal loss,206
1983,"British Columbia, place of residence of females",18 to 19 years,Fetal loss,4.2
1983,"British Columbia, place of residence of females",20 to 24 years,"Total, pregnancies",17272
1983,"British Columbia, place of residence of females",20 to 24 years,"Total, pregnancies",128.8
1983,"British Columbia, place of residence of females",20 to 24 years,Live births,12333
1983,"British Columbia, place of residence of females",20 to 24 years,Live births,92.0
1983,"British Columbia, place of residence of females",20 to 24 years,Induced abortions,4013
1983,"British Columbia, place of residence of females",20 to 24 years,Induced abortions,29.9
1983,"British Columbia, place of residence of females",20 to 24 years,Fetal loss,926
1983,"British Columbia, place of residence of females",20 to 24 years,Fetal loss,6.9
1983,"British Columbia, place of residence of females",25 to 29 years,"Total, pregnancies",19443
1983,"British Columbia, place of residence of females",25 to 29 years,"Total, pregnancies",142.9
1983,"British Columbia, place of residence of females",25 to 29 years,Live births,15811
1983,"British Columbia, place of residence of females",25 to 29 years,Live births,116.2
1983,"British Columbia, place of residence of females",25 to 29 years,Induced abortions,2589
1983,"British Columbia, place of residence of females",25 to 29 years,Induced abortions,19.0
1983,"British Columbia, place of residence of females",25 to 29 years,Fetal loss,1043
1983,"British Columbia, place of residence of females",25 to 29 years,Fetal loss,7.7
1983,"British Columbia, place of residence of females",30 to 34 years,"Total, pregnancies",11420
1983,"British Columbia, place of residence of females",30 to 34 years,"Total, pregnancies",91.3
1983,"British Columbia, place of residence of females",30 to 34 years,Live births,9217
1983,"British Columbia, place of residence of females",30 to 34 years,Live births,73.7
1983,"British Columbia, place of residence of females",30 to 34 years,Induced abortions,1513
1983,"British Columbia, place of residence of females",30 to 34 years,Induced abortions,12.1
1983,"British Columbia, place of residence of females",30 to 34 years,Fetal loss,690
1983,"British Columbia, place of residence of females",30 to 34 years,Fetal loss,5.5
1983,"British Columbia, place of residence of females",35 to 39 years,"Total, pregnancies",3320
1983,"British Columbia, place of residence of females",35 to 39 years,"Total, pregnancies",30.9
1983,"British Columbia, place of residence of females",35 to 39 years,Live births,2378
1983,"British Columbia, place of residence of females",35 to 39 years,Live births,22.1
1983,"British Columbia, place of residence of females",35 to 39 years,Induced abortions,676
1983,"British Columbia, place of residence of females",35 to 39 years,Induced abortions,6.3
1983,"British Columbia, place of residence of females",35 to 39 years,Fetal loss,266
1983,"British Columbia, place of residence of females",35 to 39 years,Fetal loss,2.5
1983,"British Columbia, place of residence of females",40 years and over,"Total, pregnancies",584
1983,"British Columbia, place of residence of females",40 years and over,"Total, pregnancies",7.0
1983,"British Columbia, place of residence of females",40 years and over,Live births,298
1983,"British Columbia, place of residence of females",40 years and over,Live births,3.6
1983,"British Columbia, place of residence of females",40 years and over,Induced abortions,201
1983,"British Columbia, place of residence of females",40 years and over,Induced abortions,2.4
1983,"British Columbia, place of residence of females",40 years and over,Fetal loss,85
1983,"British Columbia, place of residence of females",40 years and over,Fetal loss,1.0
1983,"British Columbia, place of residence of females",Unknown age group,"Total, pregnancies",5
1983,"British Columbia, place of residence of females",Unknown age group,Live births,4
1983,"British Columbia, place of residence of females",Unknown age group,Induced abortions,0
1983,"British Columbia, place of residence of females",Unknown age group,Fetal loss,1
1983,"Yukon, place of residence of females",All ages,"Total, pregnancies",656
1983,"Yukon, place of residence of females",All ages,"Total, pregnancies",95.1
1983,"Yukon, place of residence of females",All ages,Live births,540
1983,"Yukon, place of residence of females",All ages,Live births,78.3
1983,"Yukon, place of residence of females",All ages,Induced abortions,113
1983,"Yukon, place of residence of females",All ages,Induced abortions,16.4
1983,"Yukon, place of residence of females",All ages,Fetal loss,3
1983,"Yukon, place of residence of females",All ages,Fetal loss,0.4
1983,"Yukon, place of residence of females",Under 20 years,"Total, pregnancies",77
1983,"Yukon, place of residence of females",Under 20 years,"Total, pregnancies",67.4
1983,"Yukon, place of residence of females",Under 20 years,Live births,42
1983,"Yukon, place of residence of females",Under 20 years,Live births,36.8
1983,"Yukon, place of residence of females",Under 20 years,Induced abortions,34
1983,"Yukon, place of residence of females",Under 20 years,Induced abortions,29.8
1983,"Yukon, place of residence of females",Under 20 years,Fetal loss,1
1983,"Yukon, place of residence of females",Under 20 years,Fetal loss,0.9
1983,"Yukon, place of residence of females",Under 15 years,"Total, pregnancies",0
1983,"Yukon, place of residence of females",Under 15 years,"Total, pregnancies",0.0
1983,"Yukon, place of residence of females",Under 15 years,Live births,0
1983,"Yukon, place of residence of females",Under 15 years,Live births,0.0
1983,"Yukon, place of residence of females",Under 15 years,Induced abortions,0
1983,"Yukon, place of residence of females",Under 15 years,Induced abortions,0.0
1983,"Yukon, place of residence of females",Under 15 years,Fetal loss,0
